"Tossup Question","Answer","Category","Author","Edited","Packet","Question Number","Comments","Id"
"This building includes a massive work in which Mary and Christ are surrounded by over 300 figures, including a portrait of the artist as Saint Bartholomew holding his own skin. For 10 points each:","Identify this building in which Michelangelo painted his massive ~Last Judgment~ fresco, and he painted this building's ceiling.","_Sistine_ Chapel","Saint Michael wears armor and holds scales to judge the dead in this artist's ~Last Judgment~ triptych, which ended up in Danzig after pirates stole it.","Hans _Memling_","This artist's ~A Vision of the Last Judgement~ was lost but reconstructed by the artist in a letter to Ozias Humphrey. Other paintings made by this artist depict his visions of the god Urizen as well as the Great Red Dragon.","William _Blake_","Arts - Painting","Suttell","True","Packet 13","999","","11012"
"These areas are essential to seasonal lakes because their breakdown leads to an upwelling of nutrients to help organisms survive the winter. For 10 points each:","Name this lake layer where temperature changes rapidly with depth. ","_thermocline_ [or _metalimnion_]","When lakes become stratified by temperature, the colder water sinks to the bottom because it has a larger value for this quantity. The temperature at the bottom of a cold lake is about 3.8 degrees Celsius, because it's the temperature where water has the highest value of this quantity.","_density_","Stratified lakes typically mix seasonally, but these lakes almost never exhibit mixing between layers. The lower layer of these lakes is typically low in oxygen, denser than the upper layer, and more saline.","_meromictic_ lakes","Science - Earth","Magin ","True","Packet 06","999","CPiGuy: Edited. We're scientists, we don't do this Fahrenheit bullshit.||CPiGuy: (Otherwise, this was pretty solid. Just made a couple clues more specific.)||CPiGuy: reconsider difficulty?||CPiGuy: change hard part to ""meromictic"" and easy part to ""density""||","11013"
"The flow of this substance can be classified as 'A'ā (ah-ah) or pāhoehoe (pah-hoh-ay-hoh-ay). For 10 points:","Name this substance that volcanoes expel during their eruptions that is referred to magma while still underground. ","_lava_ ","This type of lava generally erupts at higher temperatures and has high concentrations of iron and magnesium. It has a lower viscosity due to its lower silica content, and tends to be produced by shield volcanoes.","_mafic_ lava [or _basaltic_ lava]","This term originating from Hawaiian is used to describe an area of land which is surrounded by a lava flow. They have been used for ecological experimentation due to their isolated nature and the fact that many of them are often created near each other at the same time.","_kīpuka_s","Science - Earth","Magin ","True","Packet 14","999","CPiGuy: Edited to be more specific. Intending E/H/M or E/M/H?||brirose: Yeah I'm not super strong with Earth Science so I'm bad at judging things. Was intending E/H/M||CPiGuy: Edited third part to be actually hard. E/M/H||","11014"
"These structures sometimes contain ultraviolet patterns visible to pollinators, and the CONSTANS gene promotes the formation of these structures. For 10 points each:","Name this usually colorful plant structure that contains carpals, sepals, and petals. The way in which these structures are arranged on a plant is called inflorescence.","_flower_ ","This model of flower development helps to define the growth of the flower's organs by tracking three groups of homeotic genes. The three sets of genes involved have overlapping areas of expression.","_ABC_ model of flower development","This flower whorl is produced by the A and B gene groups working together and can produce either radially or bilaterally symmetric plant parts. This collection of petals is tube shaped in ~Compositae~ species.","_corolla_ [prompt on ""__petal whorl__"" or ""__whorl__""]","Science - Biology","Magin ","True","Packet 05","999","emukherj: Kept the parts, added some clues and cleaned it up a bit||","11015"
"This disease causes a characteristic swelling of the eyelids called Romana's sign and is most commonly found in Latin America. For 10 points each:","Name this neglected tropical disease caused by the parasite ~T. cruzi~ spread via the feces of the triatomine bug. It can also cause achalasia and death by myocarditis.","_Chagas_ Disease","Acalasia is the inability of the smooth muscle in this organ to relax. This organ is a muscular tube that connects the mouth to the stomach.","_esophagus_","An experimental treatment for Chagas disease targets a synthase named for this 30-carbon linear organic compound. In a classic reaction, the 2,3-oxido derivative of this compound cyclizes to lanosterol, which is then transformed to cholesterol.","_squalene_ [or _(6E,10E,14E,18E)-2,6,10,15,19,23-Hexamethyltetracosa-2,6,10,14,18,22-hexaene_]","Science - Biology","Bunker","True","Packet 09","999","emukherj: Changed to a bonus on Chagas disease. ||","11016"
"An enlarged spleen, a lack of neutrophils, and presence of one form of this disease make up a triad called Felty's syndrome. For 10 points each:","Name this set of diseases characterized by inflammation of the joints. The swan-neck and boutonniere deformities can be found in its rheumatoid variety.","rheumatoid _arthritis_ ","A set of drugs for rheumatoid arthritis, including infliximab and certolizumab, inhibit this protein also known as cachectin. This pro-inflammatory cytokine is secreted by macrophages, and was originally named for its ability to kill neoplasms.","_TNF_-alpha [or _tumor necrosis factor_ alpha]","TNF-alpha inhibitors are also used to treat this form of inflammatory bowel disease named for an American physician. Cobblestone lesions and non-caseating granulomas characterize this disease, which often presents with abdominal pain and diarrhea. ","_Crohn's_ disease","Science - Biology","Magin ","True","Packet 02","999","emukherj: Changed DMARDs to TNF-alpha||","11017"
"Answer the following about Native Americans and Christianity, for 10 points each.","The first Native American to be canonized in the Catholic Church was this Mohawk woman who was born in what is now Auriesville, New York and converted to Catholicism at the age of nineteen. Scars on her face from smallpox are said to have miraculously vanished at the moment of her death.","_Kateri_ _Tekakwitha_ [accept either, prompt on __Catherine__]","Adherents of the Native American Church, the largest indigenous religious group in the US today, participate in church services in which this cactus is ingested. This plant contains the stimulant mescaline and has historically been used for rituals and medicine by Native Americans.","_peyote_","This religious group's ""Indian Placement Program"" saw young Native Americans sent to live in the homes of white followers of this religion. They historically referred to Native Americans as ""Lamanites.""","_Mormon_ism [accept _LDS_ or the _Church of Jesus Christ of Latter-Day Saints_]","Religion - Judeo-Christian","Thompson","True","Packet 14","999","","11018"
"Answer the following about the Blackwell family's involvement in 19th century Feminism for 10 points each.","Elizabeth Blackwell was the first American woman to practice this profession. Blackwell paved the way for future practitioners of this profession during the civil war like Mary Edwards Walker, who helped reduce the union army's casualty rates from disease.","_medicine_ [accept reasonable equivalents but do not accept ""nursing""]","During Henry Blackwell's wedding to this suffragette pioneer, they read a joint protest against laws that guaranteed men ""the absolute right to the product of [their wives'] industry"". Blackwell and this woman later co-founded the ~Woman's Journal~.","Lucy _Stone_","Anna Blackwell, the eldest Blackwell child, was a community leader in this Fourierist utopian community in Massachusetts that had an intellectual rivalry with nearby Fruitlands. Nathaniel Hawthorne fictionalized his experiences in this community in ~The Blithedale Romance~.","_Brook Farm_","History - US","Myers","False","Packet 06","999","jsmyers: Changed middle part so as not to clash with Oberlin lit bonus||CPiGuy: this feels hard||Hbunker: Lucy Stone is hard.||","11019"
"For 10 points each, answer the following about important contributions to physics made by women.","In 1956, physicist Chien-Shiung Wu performed an experiment which resulted in the discovery that this quantity is not conserved during weak interactions.","_parity_ [prompt on __p__]","Lisa Meitner, the namesake of Meitnerium, helped discover this effect in which the filling of an inter-shell electron corresponds to electrons emission. In the spectroscopy named after this effect, bombardment with high energy electrons causes an electron vacancy.","_Auger_ (Aw-JAY) Effect","Danish physicist Lene Hau and used the systems to stop a beam of light completely in 2001. This state of matter, partially named after an Indian physicist, occurs at temperatures close to absolute zero.","_Bose-Einstein Condensate_ [or _BEC_]","Science - Physics","Kruskie","True","Packet 04","999","Hbunker: possibly change second part to Auger effect||CPiGuy: BEC clue needs to be more specific, maybe mention rubidium or something||Hbunker: cleaned up last part. Does it seem better?||touchpack: The prose in this bonus needs work--unnecessary use of ""namesake"" in A, cut the phrase ""pioneered the use of these systems"" in C, etc.||","11020"
"Musical instruments make use of physical properties to make interesting sounds. So, for 10 points each, answer some questions about the physics of a guitar.","When a guitar string is plucked, frequencies produced that are greater than the fundamental frequency are referred to by this term. The first one of these values has twice the fundamental frequency.","_overtone_ [also accept _harmonic_]","This kind of fundamental arises when the sound is heard and the listener hears a fundamental that the sound actually lacks. For an accoustic guitar, this type of fundamental is exploited when listeners hear the first harmonic as the lowest note.","_phantom_ fundamentals [also accept _missing_ or _suppressed_ _fundamental_]","Pickups using this property are often used on acoustic guitars to convert sound into electricity and then amplify it. As seen in microphones, acoustic transducers can crystals with this property often made of quartz.","_piezoelectricity_ [or word forms]","Science - Physics","Kruskie","True","Packet 10","999","incorvat: if standing wave is the hard part this seems lowkey free. maybe something about phantom fundamentals on acoustic guitars or like a quasi-computational part that tests knowledge of basic equations like what happens to the natural frequency if you halve the string length? also i feel like ""harmonic"" should be acceptable for the second part||touchpack: A and C both seem like easy parts here--I would cut the basic definition of piezoelectricity, maybe talk about quartz transducers in microphones (fits theme of bonus)||","11021"
"This poet wrote ""The waterfall tresses over the night / While the night beds to rest"" in a long poem illustrated by Pablo Picasso. For 10 points each:","Identify this author of ~Altazor~ who led the Chilean literary movement ~Creacionismo~.","Vicente _Huidobro_","Huidobro claimed that this other Chilean poet plagiarized Tagore while writing his ~Twenty Love Poems and a Song of Despair~, which this poet published at age 19.","Pablo _Neruda_ [or Ricardo Eliécer Neftalí _Reyes_ Basoalto","Pablo Neruda took his pen name from Jan Neruda, a poet who wrote in this language. A play in this non-English language is about Hugo Pludek who becomes the leader of the Central Inauguration and Liquidation Committee, titled ~The Garden Party~.","_Czech_","Literature - World / Ancient","Suttell","False","Packet 05","999","","11024"
"According to chroniclers, mercury would seep out of the decomposing corpses of miners who died at this site. For 10 points each:","Name this Bolivian city home to a ""mercury mountain"" whose deposits became much more crucial after mercury-intensive silver refining processes were introduced at neighboring Potosi.","_Huancavelica_","This labor system adapted from existing Andean models drafted peasants to work in mining or plantation agriculture for an ever-expanding portion of the year. Huancavelica was the most dreaded assignment under this system.","_mit'a_ [prompt on _corvee_]","The first empire to use the Mit'a system was this one, which controlled most of the Andes before its conquest in 1534. This empire was last ruled by Atahualpa.","_Inca_","History - World","Myers","False","Packet 07","999","Hbunker: Do we really need two references to mining stuff in South America? I understand that with Potosi, the first place is famous but I think it's a hard bonus part.||","11025"
"Answer the following about operators in quantum mechanics for 10 points each:","In quantum mechanics, the operator for this quantity is equal to negative i times h bar times the partial with respect to position. In classical mechanics, this quantity is written as the product of mass and velocity.","_momentum_ [accept _linear momentum_; do NOT accept or prompt on ""angular momentum""]","This kind of other operator creates a new state with a raised or lowered eigenvalue. The quantum harmonic oscillator is an example of these operators which can describe the energy spectrum and wave functions without solving differential equations.","_Ladder_ operator","For an operator, this value, often represented by angle brackets, is the average measurement of the observable variable over a region ~R~. For a one dimensional particle in a box of length ~a~, this value can be calculated to be a divided 2.","_Expectation_ Value","Science - Physics","Bunker","True","Packet 12","","Hbunker: Heavy WIP. Change first part to momentum operator.||incorvat: this bonus has personality lmao. i think you give enough clues to make laplacian a fine easy part but momentum would be good too. [x, p] = i*hbar never forgetti||CPiGuy: this last part is far too long||Hbunker: change last part to expectation value||touchpack: 1) Operators are exclusively a concept in QM, so the wording of leadin and beginning of part A are kinda missing the point. 2) Dirac notation has nothing to do with the symbols for expectation value, just rewrite the first sentence of that part to mention angle brackets. 3) none of these feels like a real hard part to me.||touchpack: Oh, also, there is no ""ladder operator""--there are two ladder operators, raising and lowering.||Hbunker: Yeah this bonus originally had a really long bonus part on Sturm-Liouville operators from PDE but it was really hard to write out succinctly. ||","11027"
"These circuits are bistable multivibrators are used to sync registers so that the data does not change unnecessarily. For 10 points each:","Name this circuit whose NOR variety maintains the Q and Q prime outputs at a constant state when both inputs are low due to feedback.","_SR Latch_ [accept _SR Flip-flop_ or _gated/clocked SR Latch_]","An SR Latch stores this amount of data that represents either a 0 or a 1. A byte consists of eight of this unit of information.","_bit_","In a logic named after these devices, values of 0 and 1 are represented by somewhere between .4 and 2.6 volts. One version of these devices named after Schottky is partially a diode which has its collector voltage drop as the base voltage rises.","_Transistors_ [accept _Schottky transistor_]","Science - Physics","Bunker","False","Packet 08","999","incorvat: moore's law might be free im assuming transistor is the medium part. maybe give types of transistors?||Hbunker: still worried this is too easy||Hbunker: change transistor to something harder||Hbunker: added clue about Schottky transistor||","11028"
"Answer the following about David Tudor's influence in classical music. For 10 points each:","In ""Piano Piece for David Tudor #1"", part of the ~Compositions 1960~ series, the performer is instructed to use a bale of hay and a bucket of water to do this action to a piano.","""_feed_ the piano"" or ""_leave it to eat by itself_""","~Compositions 1960~ was written by this minimalist composer and student of David Tudor best known for his ever-evolving piece ""The Well-Tuned Piano.""","La Monte _Young_","David Tudor gave the first performance of this John Cage piece in which the performer sits in front of the piano and doesn't play for the title length of time.","_4'33""_ [accept ""_four thirty-three_"" or ""_Four minutes, thirty-three seconds_""]","Arts - Classical Music","Myers","False","Packet 03","999","Hbunker: Can we expand this bonus especially the answerline on the first part? ||","11030"
"The city of Amritsar has played a pivotal role in Indian history. For 10 points each:","This British general ordered the Amritsar massacre at a nationalist demonstration in 1919. A parliamentary inquiry later acquitted him of responsibility.","Sir Reginald _Dyer_","Amritsar is home to this holiest site in Sikhism, which was assaulted in Operation Blue Star.","Sri _Harmandir Sahib_ [accept _Golden Temple_]","This Indian prime minister, who suspended constraints on her rule during the Emergency, was assassinated by her Sikh bodyguards in revenge for Operation Blue Star.","_I_ndira _Gandhi_ [prompt on __Gandhi__]","History - World","Myers","False","Packet 06","999","CPiGuy: two easy parts?||Hbunker: I think this is fine on difficulty but needs to be beefed up a bit. ||","11031"
"The full text of this author's most famous work has been lost, but large parts of it are still present. For 10 points each:","Name this Seleucid ambassador to the Mauryan court who wrote ~Indica~ about his experiences.","_Megasthenes_","Another ~Indica~ written by the historian Arrian describes this Macedonian king's campaigns against Indian rulers including Porus, who he defeated at the Battle of the Hydaspes.","_Alexander_ the Great","Another Greek historian who spent a lot of time in the East was this author of the ~Anabasis~ and ~Cyropedia~, who commanded a retreat of a party of Greek mercenaries from Persia after their patron was defeated.","_Xenophon_","History - Other","Myers","False","Packet 04","999","","11032"
"This author's most famous work is often analyzed in terms of the Japanese vocabulary of ~amaeru~, or dependence on others. For 10 points each,","Name this author of ~The Metamorphosis~ and a short story about ""A Hunger Artist.""","Franz _Kafka_","In one novel by this author, Nakata takes a job searching for lost cats. Toru Watanabe and Toru Okada are two of this author's other protagonists.","Haruki _Murakami_","This Asian-South African author's novel ~Kafka's Curse~ also wrote a novel about the mixed-race couple Silas and Lydia Ali, ~Bitter Fruit~.","Achmat _Dangor_","Literature - World / Ancient","Myers","False","Packet 07","999","","11033"
"One example of this kind of particle is formed by a charm quark and a charm antiquark and its discovery helped earn Richter and Ting the Nobel Prize in Physics. For 10 points each:","Name this class of particle held together by the strong interaction: an example of which is named after the letters J and Psi (sigh).","_Meson_ [accept _J/Psi Meson_]","These mesons are formed from by a strange \(or anti-strange\) quark and either a up or down quark. Cronin and Fitch observed that CP is not conserved in the decay of a neutral type of these particles to two pions.","_Kaons_ [also accept _neutral kaon_ or _charged kaon_]","This rule named after three physicists says that the final states with a kaon-anti-kaon pair are favored. Thus, according to this rule, diagrams with disconnected quark lines are suppressed relative to connected ones.","_OZI_ Rule [accept _Okubo, Zweik and Iizuka Rule_]","Science - Physics","Bunker","True","Packet 09","999","incorvat: you did my vision justice my boy im proud||","11037"
"Answer the following about the early history of South Carolina. For 10 points each:","Much of South Carolina's early gentry originated from this Caribbean island. This island's Bajan creole likely influenced the development of South Carolina's Gullah language.","_Barbados_","This 1715 war cleared much of South Carolina of its Native American population after its namesake tribe raided South Carolina plantations in retaliation for colonists' widespread land theft.","_Yamasee_ War","South Carolina was named for this English monarch who was restored to the throne after the deposition of Oliver Cromwell's son. This monarch's father was executed in the English Civil War.","_Charles II_","History - US","Myers","False","Packet 01","999","","11038"
"Answer the following about agriculture in 18th century England for 10 points each.","Traditions of communal village property ownership were severely weakened by this movement in which grazing commons were claimed by private landowners and fenced off.","_enclosure_ movement","This agriculturist and author criticized the enclosure movement as fiscally wasteful in his ~A Six Months Tour Through the North of England~. This author later toured France, where he wrote a travelogue that is now a key source on the conditions that created the French Revolution.","Arthur _Young_","This process further weakened English village economies as peasants moved to cities to staff the textile mills it created. Key events in the beginning of this historical movmeent include John Kay's invention of the water frame and James Hargreaves' invention of the spinning jenny","_Industrial Revolution_","History - Euro","Myers","False","Packet 01","999","Hbunker: This bonus seems really easy if you have taken AP Euro. Is Enclosure the hard part?||esuttell: tull is the hard part, no?||Hbunker: Tull is not that hard||","11040"
"Answer the following about historiography in the 19th century United States for 10 points each.","This historian of ~France and England in North America~ and ~The Oregon Trail~ names a prestigious prize given annually to a work of American history with literary merit.","Francis _Parkman_","Frederick Jackson Turner's magnum opus was titled for this concept ""in American history."" Turner analyzed census data to declare that this concept ""closed"" in 1890 after the surrender of most Plains Native Americans and theorized that this concept was a better center for analyzing American history than the East Coast.","the _frontier_","Mercy Otis Warren, the daughter of James Otis, is best known for a trilogy about this conflict in which her father was a pivotal figure.","_American Revolution_","History - Other","Myers","False","Packet 16","999","","11041"
"Robert Muldoon's tenure as Prime Minister laid the groundwork for this policy, which was implemented by and named for a minister in the government of David Lange. For 10 points each:","Name this package of free-market reforms often blamed for a stock market crash in 1987, after which its creator was fired.","_Rogernomics_","Muldoon and Lange were prime ministers of this country, where the Maori community was hit hard by the series of privatizations implemented under Rogernomics.","_New Zealand_","Robert Muldoon was a politician from this New Zealand party, currently in opposition to the Labor Party. Prime ministers from this party have included John Key, and a party of the same name in Australia is the traditional junior coalition partner of the rightist Liberal Party.","_National_ Party","History - Other","Myers","False","Packet 10","999","","11042"
"In the opening of one essay, this author defined man as an ""inveterate dreamer."" For 10 points each:","Identify this author who clashed with Yvan Goll while defining the ethos of an early 1900's literature and artistic movement. This author called that movement ""pure psychic automatism"" in an essay from 1924.","André _Breton_ (bruh-TAWN)","Breton authored the manifesto of this movement in literature that included poets such as Paul Éluard, who was friends with painters from this movement including Salvador Dalí.","_Surrealism_ [accept word forms, such as _Surrealists_]","Breton and other surrealists were a fan of this Mad Libs-esque language game in which contributors add a word to a sentence without knowing what came before it. The name of this game comes from the first sentence constructed, which stated that the title being ""shall drink the new wine.""","_Exquisite Corpse_ [or _exquisite cadaver_; accept _cadavre exquis_] [prompt on __consequences__, which is a similar game]","Literature - Euro","Suttell","False","Packet 11","999","","11043"
"William Carlos Williams defended this poem in one of his own poems that begins ""We cannot go to the country / for the country will bring us / no peace."" For 10 points each:","Identify this 1596 poem in which the speaker tells a suitor that she has no interest ""To live with thee and be thy love,"" referencing an earlier poem by a different author.","""The _Nymph's Reply to the Shepherd_""","Sir Walter Raleigh's ""The Nymph's Reply to the Shepherd"" is a response to this man's poem ""The Passionate Shepherd to his Love."" He also wrote ""Hero and Leander.""","Christopher _Marlowe_","In the second stanza in ""The Nymph's Reply to the Shepherd,"" Raleigh refers to this Greek mythological figure, saying that she ""becometh dumb."" Sir Philip Sidney references this figure's myth in a poem in which he retells her story, ""The Nightingale.""","_Philomel_a","Literature - British","Suttell","False","Packet 08","999","","11044"
"Along with ~Madame Bovary~ and ~Anna Karenina~, JPM Stern proposed this novel as the third volume in a trilogy criticizing late 19th century marriage norms. For 10 points each:","Name this Theodor Fontane novel in which the title character kills herself after having an affair with Major Crampas.","_~Effi Briest~_","The most famous novel of another 19th century Theodor, Theodor Storm, is titled for one of these people who fails to prevent a flood in his North Sea port town. This is the first title noun of a John Millington Synge play set in the Aran Islands in which all of Maurya's sons die by drowning.","_Rider_s [accept ~Der Schimmel_reiter~_, _~The Rider on the White Horse~_, _~Riders to the Sea~_]","Both Theodor Storm and Theodor Fontane hailed from this European country, also the home of writers such as Alfred Döblin and Heinrich Boll","_Germany_ [accept _Deutschland_, _West Germany_]","Literature - Euro","Myers","True","Packet 13","999","esuttell: maybe replace grass because there's a Tin Drum TU||Hbunker: grammar in second part is confusing.||Hbunker: The second part is just confusing and the pronoun is ""dubious.""||","11048"
"This physical system, which exhibits the phenomenon of beats, can have its Langrangian simplified to a linear system by assuming the two angles are small. For 10 points each:","Name this system that exhibits chaotic behavior. The pivots in this system are assumed frictionless and it does not exhibit harmonic motion: unlike a simpler system.","_double_ \(rod\) _pendulum_ system [prompt on __pendulum__]","In chaos theory, this effect says that a small change in the starting conditions causes a large change in later conditions of the system.","_Butterfly Effect_","One of these things named after Lorenz arises from a system of differential equations that describe the flow of a fluid of uniform height. Another one of these sets of states, which may have have fractal character, is named for Rössler and exhibits chaotic behavior.","_attractor_ [accept _Rössler attractor_ or _Lorenz attractor_; also accept _strange attractor_]","Science - Physics","Bunker","False","Packet 13","999","Hbunker: Change and put into tie breaker packet due to repeat at Penn Bowl, Fall||Hbunker: maybe a bonus on Lorenz? ||","11050"
"The Fürst-Plattner rule describes the stereo-selective addition of nucleophiles to a derivative of this compound. For 10 points each: ","Identify this compound that can be formed from an acid-catalyzed dehydration of cyclohexanol after a distillation. Its also formed in a simple Diels-Alder reaction between 1,3-butadiene and ethylene.","_cyclohexene_ [ask them to spell it if you have to]","Cyclohexene is most stable in the half type of this specific conformation. ~Cyclohexane~ in this conformation, often contrasted with the boat conformation, has no angle or eclipsing strain because all carbons have a bond angle of 109.5.","_chair_ conformation","Ring flipping in cyclohexane moves substituents between these two positions, one of which lie close to parallel to the plane of the compound, while the other lie above or below said plane. Name both.","_axial_ and _equatorial_ [accept in either order]","Science - Chemistry","Bunker","True","Packet 15","999","emukherj: M/E/H, I think, though its hard to tell. The easy part is definitely harder than other easy parts, but I'm not sure how to edit it to bring it in line.||","11052"
"At MIT and SLAC, this phenomenon was observed for protons and neutrons which helped verify some of QCD. For 10 points each:","Name this type of scattering that helped verify the existence of quarks. In it, a hadron is hit with a lepton which causes a quark to be knocked off the hadron.","_deep inelastic_ scattering [prompt on partial answer; prompt BUT DO NOT REVEAL __Rutherford__ scattering]","Deep inelastic scattering is an extension of this scientist's scattering. He also posited the existence of a positively charged nucleus after using gold foil in an experiment with Geiger and Marsden.","Ernest _Rutherford_","A particle described by this adjective is ""exchanged"" in deep inelastic scattering. In the photonic Lamb shift, electron-positron pairs described by this adjective pop in and out of existence.","_virtual_ [also accept of _virtual photon_, _virtual particle_, _virtual electron-positron_]","Science - Physics","Bunker","True","Packet 14","999","","11054"
"A famous melody in this genre was composed by Franz Xaver Gruber with lyrics written by Joseph Mohr. For 10 points each:","Name this genre. Adolphe Adam wrote a French work in this genre titled ~Minuit, chrétiens!~, which has been adapted into the English ""Oh Holy Night"". ","Christmas _carols_","The carol ""Vom Himmel hoch, da komm ich her"" was written by this prolific hymn composer whose other hymns include ""A Mighty Fortress Is Our God"". ","Martin _Luther_ ","The procession and recession of Benjamin Britten's ~A Ceremony of Carols~ both begin with this Latin word that also titles a Christmas cantata by Ralph Vaughan Williams.","_Hodie_ ","Arts - Classical Music","Su","False","Packet 05","999","","11056"
"Answer the following about musical motifs, for 10 points each.","The resemblance of the main rhythmic motif in this work to the Morse code for 'V' may be purely coincidental. However, that resemblance made this work referred to as the ""Victory"" symphony during the Second World War. ","_Symphony_ _5_ by Ludwig van _Beethoven_ [prompt on partial answer] ","This ascending motif from the first to the fifth scale degree appears in works such as Mendelssohn's ~Reformation~ Symphony. Wagner used this motif to represent the Holy Grail in ~Parsifal~. ","_Dresden amen_","This five movement work by Dmitri Shostakovich features very prominent uses of his D-S-C-H motif in every movement as well as many other references. This includes mentions of his first and fifth symphonies in the first movement, as well as Richard Strauss's ~Metamorphosen~.","_String Quartet_ number _8_","Arts - Classical Music","Su","False","Packet 15","999","","11057"
"Answer the following about works in triple meter, for 10 points each.","~Tales from the Vienna Woods~ is an example of this kind of dance whose ""King"", Johann Strauss Jr., also wrote ~By the Beautiful Blue Danube~.","_waltz_ ","This Austrian dance and likely precursor to the waltz was used by Mahler in some of his symphonies in place of the Scherzo movement, such as the second movement of his 2nd and 9th symphonies and 3rd movement of his 5th symphony.","_Landler_","This genre was used by Brahms in the final movement of his fourth symphony. This genre was combined with a fugue in a C-minor work by J.S. Bach. Like a chaconne, this genre features variations over a repetitive bass line. ","_passacaglia_ ","Arts - Classical Music","Su","False","Packet 07","999","","11058"
"This work begins with a long, second inversion F-sharp minor chord followed by the upper C-sharp resolving down to a B-sharp and the lower C-sharp resolving up to a D. For 10 points each: ","Name this piece that includes a lyrical middle section whose flute melody goes, in major scale degrees, 3-2-3-4 (pause) 3-2-3-1. The hymn ""Be Still, My Soul"" is sung to that melody in this work. ","_~Finlandia~_","This Finnish composer composed ~Finlandia~. His other works include the ~Lemminkäinen Suite~ which has the movement ~The Swan of Tuonela~. ","Jean _Sibelius_","This numbered symphony of Sibelius opens with a slow, ascending, syncopated C major scale. Brucker's symphony of this number is nicknamed ""Lyric"" whose second movement climax features the sole cymbal and triangle use in the entire work ","_seven_ ","Arts - Classical Music","Su","False","Packet 10","999","Hbunker: ""You should say one movement for the last part""||","11059"
"The opening slow quarter notes C, E, A played on the cello that begin this piece is intertwined with the piano playing descending sixths in a triplet rhythm. For 10 points each:","Name this six movement work whose first three movements are played without pause, which mimics the four movement structure its composer used for the three other works in the same genre. ","_Dumky Trio_ [or Antonin _Dvorak_'s _piano trio_ number _4_ ]","Dvorak also used the Dumka dance in his second work in this genre. Franz Schubert used this genre in a five movement work whose fourth movement is a set of variations on the song ~Die Forelle~. ","_piano quintet_ [prompt on __quintet__]","Schubert's ~Trout Quintet~ replaced the second violin customary of other piano quintets of that era with this largest orchestra string instrument. It is the only orchestral string instrument to be tuned in fourths instead of fifths.","double _bass_ [or string _bass_ or contra_bass_ or upright _bass_]","Arts - Classical Music","Su","False","Packet 13","999","","11060"
"Answer the following about percussion, for 10 points each. ","This ensemble includes Taiko drums such as the Ōtsuzumi and Tsuzumi. With flute and various string instruments, this ensemble provides accompaniment to traditional Japanese theatre such as Noh or kabuki.","_Hayashi_ ","This instrument is the most important in Indonesian Gamelan ensembles. In modern western orchestra, this large, round, instrument it is often referred to as the tam-tam and is suspended in the air. ","_gong_","Pitched keyboard percussion such as the vibraphone or marimba is crucial to this composer's Schulwerk, a method of teaching music to children. This composer's piece ~Gassenhauer~ is a typical example of that technique. ","Carl _Orff_ ","Arts - Classical Music","Su","False","Packet 14","999","","11062"
"Answer the following about music in Canada for 10 points each:","The Canadian Inuit are known for this vocal performance. Traditionally, two women stand face to face with each other, possibly holding onto each other, and perform until one runs out of breath. Tanya Tagaq is a contemporary performer of this genre. Either the Inuit or the common English name is acceptable. ","_throat singing_ [or _katajjaq_]","Prominent Canadian players of this instrument include, Marc-André Hamelin, Oscar Peterson and Glenn Gould, the latter of whom often hummed while he played.","_piano_","In 2015, Charles Richard-Hamelin finished second place at the seventeenth edition of this prestigious piano competition to South Korean Seong-Jin Cho. This is one of few competitions that focus on the works of a single composer. ","International _Chopin_ Piano Competition","Arts - Classical Music","Su","False","Packet 12","999","joesu235: fixed||","11063"
"This musical piece begins with the left hand playing three octave D-sharps followed by the right hand doing the same two octaves higher, and those notes are passed along for a total of three and a half bars. For 10 points each:","Name this G-sharp minor piece whose melody begins with the right hand alternating the melody and a high D-sharp. ","_La campanella_","""La campanella"" is an Etude by this composer also known for his ~Transcendental Etudes~ as well as the ~Hungarian Rhapsodies~. ","Franz _Liszt_","Liszt's ""La campanella"", and five other etudes that it was published alongside, were based on violin works by this composer and foremost violin virtuoso. ","Niccolo _Paganini_","Arts - Classical Music","Su","False","Packet 01","999","","11064"
"The title story of this collection features a book in the Royal Library of Sweden that describes the lives of every person, including the narrator's father. For 10 points each:","Identify this short story collection that attempts to ""piece together the hybrid identity of the Balkans,"" written by Danilo Kiš.","~The _Encyclopedia of the Dead_~ [accept _~Enciklopedija mrtvih~_","~The Encyclopedia of the Dead~ opens with a story about Simon Magus, who appears on paper money in the second part of this German playwright's ~Faust~.","Johann Wolfgang von _Goethe_","Kiš includes the anti-Semitic Sergei Nilus in one story from ~The Encyclopedia of the Dead~. Nilus' epilogue to the ~Protocols of the Elders of Zion~ is quoted in this novel about the employees of Garamond Publishing who create a conspiracy theory called ""The Plan,"" a work by Umberto Eco.","~_Foucault's Pendulum~_ [accept Il _~pendolo di Foucault_~]","Literature - Euro","Suttell","False","Packet 05","999","esuttell: Harder/more relevant medium?||","11074"
